Make,Model,Trim,Derivative,Derivative_Translated_English,Number_Of_Doors,Body_Type,Power_Train,Version_Name,Version_Name_Translated_English,Manufacturer_S_Code,Configurator_Model_Year,Built_Option_Pack,Uid,Data_Date,Conclude_Date,Version_Availability,Currency,Price,Delivery_Costs_Retail,Cost_To_Return_The_Vehicle_Retail,Total_Mandatory_Packs_Amount,Country,Research_Date,Start_Date,End_Date,Customer_Type,Monthly_Payment_Type,Product_Name,Product_Description,Monthly_Payment_Provider_Name,Monthly_Payment_Provider_Type,Interest_Rate_Apr,Interest_Rate_Nominal,Contract_Duration_Months,Yearly_Mileage_Km,Yearly_Mileage_Miles,Total_Contract_Mileage_Km,Total_Contract_Mileage_Miles,Deposit_Percentage_Of_Price,Deposit_Retail,Deposit_Base,Of_Monthly_Payments_In_Advance,Of_Monthly_Instalments,First_Monthly_Instalment_Amount_Retail,First_Monthly_Instalment_Amount_Base,Regular_Monthly_Instalment_Amount_Retail,Regular_Monthly_Instalment_Amount_Base,Additional_Fees_Retail,Additional_Fees_Base,Final_Payment_Type,Final_Payment_Percentage_Of_Price,Final_Payment_Retail,Final_Payment_Base,Data_Source,Web_Source_Url,Advertised_Price_Point_Monthly_Payment,Published_Start_Date,Published_End_Date,Oem_Web_Financial_Configurator_Source,Captive_Financial_Configurator_Source,Non_Captive_Financial_Configurator_Source,Bank_Financial_Configurator_Source,Sourced_Dealer_Quote,Jato_Internal_Source,Other_Sources,Vehicle_Price_Reference,Mandatory_Dealer_Contribution_Percentage_Of_Price,Mandatory_Dealer_Contribution_Retail,Mandatory_Dealer_Contribution_Base,Oem_Discount_Percentage_Of_Price,Oem_Discount_Retail,Oem_Discount_Base,Government_Contribution_Percentage_Of_Price,Government_Contribution_Retail,Government_Contribution_Base,Downpayment_Allowance_Percentage_Of_Price,Downpayment_Allowance_Retail,Downpayment_Allowance_Base,Captive_Rebate_Percentage_Of_Price,Captive_Rebate_Retail,Captive_Rebate_Base,Free_Supply_Amount,Residual_Value_Percentage_Of_Price,Residual_Value_Retail,Residual_Value_Base,Lease_Factor_Index,Insurance,Theft_And_Fire_Insurance,Insurance_Description,Sourced_Financed_Amount_Percentage_Of_Price,Sourced_Financed_Amount_Retail,Sourced_Financed_Amount_Base,Unique_Id,Change_Status,Updates_Column,Back_End_Data,Vehicle_Hash,Excess_Mileage_Retail,Excess_Mileage_Base,Reimbursement_Mileage_Retail,Reimbursement_Mileage_Base,Courtesy_Car,Courtesy_Car_Description,Courtesy_Car_Duration_Months,Courtesy_Car_Amount,Fuel_And_Electric_Supply,Fuel_And_Electric_Supply_Description,Supply_Duration_Months,Supply_Amount,Fuel_Quantity_L,Fuel_Quantity_Gal,Electricity_Quantity_Kw,Road_Assistance,Road_Assistance_Description,Road_Assistance_Duration_Months,Road_Assistance_Distance_Km,Road_Assistance_Distance_Miles,Road_Assistance_Amount,Flexible_Early_Cancellation_Possible,Notice_To_Terminate_The_Contract_Mths,Cost_To_Terminate_Contract_Percentage_Of_Price,Cost_To_Terminate_The_Contract_Retail,Cost_To_Terminate_The_Contract_Base,Cost_To_Terminate_The_Contract_Description,Road_Tax,Tyres,Tyres_Description,Tyres_Duration_Months,Of_Summer_Tyres,Of_Winter_Tyres,Of_All_Seasons_Tyres,Tyres_Amount,Premium_Tyres,Tyres_Storage_Service,Maintenance,Maintenance_Description,Maintenance_Duration_Months,Maintenance_Distance_Km,Maintenance_Distance_Miles,Maintenance_Amount,Repair,Repair_Description,Repair_Duration_Months,Repair_Distance_Km,Repair_Distance_Miles,Repair_Amount,Service,Service_Description,Service_Duration_Months,Service_Distance_Km,Service_Distance_Miles,Service_Amount
Volkswagen,Passat Variant,Not Available,Volkswagen Passat Variant 2.0 TDI Conceptline LED KlimaA,Volkswagen Passat Variant 2.0 TDI Conceptline LED KlimaA,4/5,Kombi,Diesel,VolkswagenPassat VariantVolkswagen Passat Variant 2.0 TDI Conceptline LED KlimaA4/5KombiDiesel,VolkswagenPassat VariantVolkswagen Passat Variant 2.0 TDI Conceptline LED KlimaA4/5KombiDiesel,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,24.99,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Hans Eichbichler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",24,9999.9720514,6213.71,19999.9441028,12427.42,Not Available,0,Not Available,Not Available,24,Not Available,Not Available,228.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402294099&isSearchRequest=true&lst=p&od=down&pageNumber=23&ref=srp&refId=9f6c969c 476e ff90 1973 53e68821e801&s=Car&sb=doc&searchId=9f6c969c 476e ff90 1973 53e68821e801&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,21000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Renault,Arkana,Not Available,Renault Arkana TCe 140 MHEV EDC Techno Nav Kam PDC Keyl,Renault Arkana TCe 140 MHEV EDC Techno Nav Kam PDC Keyl,4/5,SUV / Gelndewagen / Pickup,Benzin,RenaultArkanaRenault Arkana TCe 140 MHEV EDC Techno Nav Kam PDC Keyl4/5SUV / Gelndewagen / PickupBenzin,RenaultArkanaRenault Arkana TCe 140 MHEV EDC Techno Nav Kam PDC Keyl4/5SUV / Gelndewagen / PickupBenzin,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,22.256,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Autohaus Tabor GmbH Gewinner des Gebrauchtwagen Awards 2023,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,298.46,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402321361&isSearchRequest=true&lst=p&od=down&pageNumber=18&ref=srp&refId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&s=Car&sb=doc&searchId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,18702.52,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,Golf,Not Available,Volkswagen Golf VIII 2.0 TDI Move FLA ACC SpurH DynLi PDC,Volkswagen Golf VIII 2.0 TDI Move FLA ACC SpurH DynLi PDC,4/5,Kombi,Diesel,VolkswagenGolfVolkswagen Golf VIII 2.0 TDI Move FLA ACC SpurH DynLi PDC4/5KombiDiesel,VolkswagenGolfVolkswagen Golf VIII 2.0 TDI Move FLA ACC SpurH DynLi PDC4/5KombiDiesel,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,23.49,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Hans Eichbichler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",24,9999.9720514,6213.71,19999.9441028,12427.42,Not Available,0,Not Available,Not Available,24,Not Available,Not Available,209.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402294080&isSearchRequest=true&lst=p&od=down&pageNumber=23&ref=srp&refId=9f6c969c 476e ff90 1973 53e68821e801&s=Car&sb=doc&searchId=9f6c969c 476e ff90 1973 53e68821e801&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,19739.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Fiat,500e,Not Available,Fiat 500e Cabrio 42 kWh 118 Klimaaut Temp CarPlay,Fiat 500e Cabrio 42 kWh 118 Klimaaut Temp CarPlay,2/3,Kleinwagen,Elektro,Fiat500eFiat 500e Cabrio 42 kWh 118 Klimaaut Temp CarPlay2/3KleinwagenElektro,Fiat500eFiat 500e Cabrio 42 kWh 118 Klimaaut Temp CarPlay2/3KleinwagenElektro,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,24.488,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Autohaus Tabor GmbH Gewinner des Gebrauchtwagen Awards 2023,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,304.69,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402321360&isSearchRequest=true&lst=p&od=down&pageNumber=18&ref=srp&refId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&s=Car&sb=doc&searchId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,20578.15,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,Golf,Not Available,Volkswagen Golf VIII 2.0 TDI Move ACC FLA LED Virtual Navi,Volkswagen Golf VIII 2.0 TDI Move ACC FLA LED Virtual Navi,4/5,Kombi,Diesel,VolkswagenGolfVolkswagen Golf VIII 2.0 TDI Move ACC FLA LED Virtual Navi4/5KombiDiesel,VolkswagenGolfVolkswagen Golf VIII 2.0 TDI Move ACC FLA LED Virtual Navi4/5KombiDiesel,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,23.49,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Hans Eichbichler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",24,9999.9720514,6213.71,19999.9441028,12427.42,Not Available,0,Not Available,Not Available,24,Not Available,Not Available,208.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402294078&isSearchRequest=true&lst=p&od=down&pageNumber=23&ref=srp&refId=9f6c969c 476e ff90 1973 53e68821e801&s=Car&sb=doc&searchId=9f6c969c 476e ff90 1973 53e68821e801&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,19739.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Renault,Clio,Not Available,Renault Clio TCe 90 Evol FACELIFT FullLED Temp PDC EasyL,Renault Clio TCe 90 Evol FACELIFT FullLED Temp PDC EasyL,4/5,Kleinwagen,Benzin,RenaultClioRenault Clio TCe 90 Evol FACELIFT FullLED Temp PDC EasyL4/5KleinwagenBenzin,RenaultClioRenault Clio TCe 90 Evol FACELIFT FullLED Temp PDC EasyL4/5KleinwagenBenzin,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,16.488,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Autohaus Tabor GmbH Gewinner des Gebrauchtwagen Awards 2023,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,221.11,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402321358&isSearchRequest=true&lst=p&od=down&pageNumber=18&ref=srp&refId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&s=Car&sb=doc&searchId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,13855.46,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,Golf,Not Available,Volkswagen Golf VIII 1.5 TSI Move ACC FLA LED Virtual Navi,Volkswagen Golf VIII 1.5 TSI Move ACC FLA LED Virtual Navi,4/5,Limousine,Benzin,VolkswagenGolfVolkswagen Golf VIII 1.5 TSI Move ACC FLA LED Virtual Navi4/5LimousineBenzin,VolkswagenGolfVolkswagen Golf VIII 1.5 TSI Move ACC FLA LED Virtual Navi4/5LimousineBenzin,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,23.49,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Hans Eichbichler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",24,9999.9720514,6213.71,19999.9441028,12427.42,Not Available,0,Not Available,Not Available,24,Not Available,Not Available,205.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402294076&isSearchRequest=true&lst=p&od=down&pageNumber=23&ref=srp&refId=9f6c969c 476e ff90 1973 53e68821e801&s=Car&sb=doc&searchId=9f6c969c 476e ff90 1973 53e68821e801&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,19739.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kia,pro cee'd / ProCeed,Not Available,Kia Proceed 1.6 T GDI 204 DCT GT LED Leder ACC Nav,Kia Proceed 1.6 T GDI 204 DCT GT LED Leder ACC Nav,4/5,Kombi,Benzin,Kiapro cee'd / ProCeedKia Proceed 1.6 T GDI 204 DCT GT LED Leder ACC Nav4/5KombiBenzin,Kiapro cee'd / ProCeedKia Proceed 1.6 T GDI 204 DCT GT LED Leder ACC Nav4/5KombiBenzin,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,25.488,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Autohaus Tabor GmbH Gewinner des Gebrauchtwagen Awards 2023,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,341.81,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402321356&isSearchRequest=true&lst=p&od=down&pageNumber=18&ref=srp&refId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&s=Car&sb=doc&searchId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,21418.49,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,Golf,Not Available,Volkswagen Golf VIII 2.0 TDI Move FLA ACC SpurH DynLi PDC,Volkswagen Golf VIII 2.0 TDI Move FLA ACC SpurH DynLi PDC,4/5,Kombi,Diesel,VolkswagenGolfVolkswagen Golf VIII 2.0 TDI Move FLA ACC SpurH DynLi PDC4/5KombiDiesel,VolkswagenGolfVolkswagen Golf VIII 2.0 TDI Move FLA ACC SpurH DynLi PDC4/5KombiDiesel,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,23.49,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Hans Eichbichler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",24,9999.9720514,6213.71,19999.9441028,12427.42,Not Available,0,Not Available,Not Available,24,Not Available,Not Available,205.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402294075&isSearchRequest=true&lst=p&od=down&pageNumber=23&ref=srp&refId=9f6c969c 476e ff90 1973 53e68821e801&s=Car&sb=doc&searchId=9f6c969c 476e ff90 1973 53e68821e801&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,19739.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Opel,Crossland (X),Not Available,Opel Crossland 1.2 Turbo 130 AT6 Elegance Nav Kam PDC,Opel Crossland 1.2 Turbo 130 AT6 Elegance Nav Kam PDC,4/5,SUV / Gelndewagen / Pickup,Benzin,OpelCrossland (X)Opel Crossland 1.2 Turbo 130 AT6 Elegance Nav Kam PDC4/5SUV / Gelndewagen / PickupBenzin,OpelCrossland (X)Opel Crossland 1.2 Turbo 130 AT6 Elegance Nav Kam PDC4/5SUV / Gelndewagen / PickupBenzin,Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,21.488,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Autohaus Tabor GmbH Gewinner des Gebrauchtwagen Awards 2023,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,264.46,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402321355&isSearchRequest=true&lst=p&od=down&pageNumber=18&ref=srp&refId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&s=Car&sb=doc&searchId=26b1c0b2 ecfe 8713 5ef7 aeffb12e3f13&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,18057.14,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
